Family,Father,Mother,Gender,Height,Kids,Father(cm),mother(cm),Height(cm)
546,68.9 ,62.2 ,F,63.0 ,2,175,158,160
546,68.9 ,62.2 ,M,68.2 ,2,175,158,173.2
547,67.0 ,63.8 ,F,63.2 ,2,170.1,162,160.6
547,67.0 ,63.8 ,M,66.9 ,2,170.1,162,170
548,73.0 ,63.5 ,M,73.3 ,2,185.5,161.3,186.1
548,73.0 ,63.5 ,M,70.5 ,2,185.5,161.3,179
549,69.3 ,65.4 ,F,66.3 ,1,176,166,168.5
550,67.7 ,62.6 ,F,66.1 ,2,172,159,168
550,67.7 ,62.6 ,F,61.0 ,2,172,159,155
551,65.3 ,62.3 ,M,65.7 ,1,165.8,158.3,166.8
552,66.1 ,65.7 ,F,65.0 ,1,168,167,165
553,70.1 ,65.7 ,F,67.9 ,2,178,167,172.5
553,70.1 ,65.7 ,F,65.9 ,2,178,167,167.5
554,70.9 ,67.0 ,M,72.2 ,1,180,170.3,183.4
555,65.7 ,64.6 ,F,63.3 ,2,167,164,160.8
555,65.7 ,64.6 ,M,68.1 ,2,167,164,173
556,67.3 ,63.8 ,M,68.3 ,2,171,162,173.6
556,67.3 ,63.8 ,M,66.4 ,2,171,162,168.7
557,68.1 ,65.0 ,F,65.7 ,2,173,165,167
557,68.1 ,65.0 ,M,68.9 ,2,173,165,175
558,68.1 ,60.6 ,F,64.6 ,1,173,154,164
559,66.9 ,65.0 ,F,66.9 ,2,170,165,169.8
559,66.9 ,65.0 ,F,64.2 ,2,170,165,163
560,67.7 ,66.9 ,F,65.2 ,2,172,170,165.5
560,67.7 ,66.9 ,M,70.7 ,2,172,170,179.6
562,66.9 ,65.0 ,F,62.9 ,2,170,165,159.7
562,66.9 ,65.0 ,M,74.4 ,2,170,165,189
563,70.1 ,62.2 ,F,66.1 ,2,178,158,168
563,70.1 ,62.2 ,M,68.1 ,2,178,158,173
564,71.7 ,63.1 ,M,70.2 ,1,182,160.2,178.3
565,67.3 ,64.2 ,F,62.6 ,2,171,163,159
565,67.3 ,64.2 ,F,61.8 ,2,171,163,157
566,66.5 ,63.1 ,F,65.6 ,1,169,160.3,166.6
567,67.7 ,63.8 ,F,63.4 ,1,172,162,161
568,68.9 ,65.0 ,M,70.9 ,2,175,165,180
568,68.9 ,65.0 ,M,70.1 ,2,175,165,178
569,68.1 ,65.0 ,F,63.8 ,1,173,165,162
570,69.1 ,61.0 ,F,64.8 ,1,175.5,155,164.5
571,67.3 ,63.8 ,M,66.1 ,1,171,162,168
572,66.7 ,65.0 ,F,65.8 ,3,169.3,165.2,167.2
572,66.7 ,65.0 ,F,65.3 ,3,169.3,165.2,165.8
572,66.7 ,65.0 ,M,67.8 ,3,169.3,165.2,172.13
573,70.5 ,64.2 ,M,70.9 ,1,179,163,180
574,65.4 ,64.2 ,F,62.6 ,2,166,163,159
574,65.4 ,64.2 ,M,68.5 ,2,166,163,174
575,68.7 ,63.5 ,M,68.6 ,1,174.5,161.2,174.2
577,68.1 ,64.6 ,F,66.5 ,1,173,164,169
578,69.7 ,61.8 ,F,65.0 ,2,177,157,165
578,69.7 ,61.8 ,F,64.2 ,2,177,157,163
579,68.1 ,66.9 ,F,67.7 ,3,173,170,172
579,68.1 ,66.9 ,F,66.1 ,3,173,170,168
579,68.1 ,66.9 ,M,68.9 ,3,173,170,175
580,64.2 ,62.2 ,F,64.2 ,3,163,158,163
580,64.2 ,62.2 ,F,62.2 ,3,163,158,158
580,64.2 ,62.2 ,F,60.0 ,3,163,158,152.3
581,65.4 ,60.6 ,F,62.1 ,1,166,154,157.8
582,70.1 ,60.2 ,F,62.1 ,2,178,153,157.8
582,70.1 ,60.2 ,M,64.2 ,2,178,153,163
583,70.1 ,65.4 ,M,68.9 ,1,178,166,175
584,68.5 ,63.0 ,M,69.1 ,1,174,160,175.4
585,68.1 ,65.0 ,F,65.4 ,2,173,165,166
585,68.1 ,65.0 ,F,64.1 ,2,173,165,162.8
586,72.4 ,63.0 ,F,65.0 ,2,184,160,165
586,72.4 ,63.0 ,M,71.5 ,2,184,160,181.5
587,68.5 ,63.8 ,F,64.2 ,1,174,162,163
588,65.7 ,64.2 ,F,63.0 ,2,167,163,160
588,65.7 ,64.2 ,F,62.6 ,2,167,163,159
589,68.1 ,65.7 ,F,61.8 ,1,173,167,157
590,68.9 ,66.9 ,F,61.5 ,1,175,169.8,156.3
591,66.5 ,63.0 ,F,63.0 ,1,169,160,160
592,69.2 ,65.0 ,F,67.6 ,2,175.8,165.2,171.8
592,69.2 ,65.0 ,F,65.6 ,2,175.8,165.2,166.5
593,71.8 ,65.2 ,F,66.7 ,2,182.4,165.6,169.4
593,71.8 ,65.2 ,F,64.1 ,2,182.4,165.6,162.7
594,71.3 ,64.2 ,F,67.6 ,2,181,163,171.8
594,71.3 ,64.2 ,M,73.2 ,2,181,163,186
595,66.9 ,61.0 ,M,64.6 ,1,170,155,164
596,68.9 ,63.0 ,F,62.6 ,2,175,160,159
596,68.9 ,63.0 ,M,69.9 ,2,175,160,177.6
598,72.8 ,65.0 ,F,69.0 ,2,185,165,175.2
598,72.8 ,65.0 ,F,65.7 ,2,185,165,167
599,69.3 ,62.2 ,F,65.7 ,1,176,158,167
600,67.7 ,59.8 ,F,62.3 ,1,172,152,158.2
601,72.8 ,63.8 ,F,66.1 ,2,185,162,168
601,72.8 ,63.8 ,F,63.0 ,2,185,162,160
602,65.0 ,65.7 ,F,66.9 ,2,165,167,170
602,65.0 ,65.7 ,M,68.5 ,2,165,167,174
603,70.5 ,63.8 ,F,64.6 ,1,179,162,164.1
604,66.9 ,63.8 ,M,71.7 ,2,170,162,182
604,66.9 ,63.8 ,M,68.9 ,2,170,162,175
606,66.9 ,63.0 ,F,61.4 ,2,170,160,156
606,66.9 ,63.0 ,F,61.4 ,2,170,160,156
607,66.5 ,62.2 ,F,65.0 ,1,169,158,165
608,70.4 ,62.2 ,F,64.6 ,2,178.9,158,164.2
608,70.4 ,62.2 ,F,64.1 ,2,178.9,158,162.8
610,63.0 ,60.6 ,F,60.6 ,2,160,154,154
610,63.0 ,60.6 ,M,66.5 ,2,160,154,169
612,67.7 ,64.2 ,F,63.8 ,3,172,163,162
612,67.7 ,64.2 ,F,62.6 ,3,172,163,159
612,67.7 ,64.2 ,M,72.0 ,3,172,163,183
613,70.1 ,64.2 ,F,64.6 ,1,178,163,164
614,70.9 ,62.6 ,F,65.0 ,1,180,159,165
615,64.2 ,60.6 ,F,61.8 ,3,163,154,156.9
615,64.2 ,60.6 ,M,65.7 ,3,163,154,167
615,64.2 ,60.6 ,M,65.7 ,3,163,154,167
616,67.7 ,59.1 ,F,60.2 ,2,172,150,153
616,67.7 ,59.1 ,M,66.9 ,2,172,150,170
617,65.0 ,59.1 ,F,60.9 ,1,165,150,154.6
618,69.3 ,64.6 ,F,65.4 ,2,176,164,166
618,69.3 ,64.6 ,M,69.3 ,2,176,164,176
619,67.7 ,60.7 ,M,66.7 ,1,172,154.3,169.5
620,67.7 ,63.8 ,F,64.8 ,2,172,162,164.7
620,67.7 ,63.8 ,F,64.3 ,2,172,162,163.4
621,66.9 ,64.6 ,F,67.3 ,2,170,164,171
621,66.9 ,64.6 ,F,63.4 ,2,170,164,161
622,66.9 ,63.0 ,F,64.0 ,1,170,160,162.5
623,68.9 ,63.4 ,F,63.0 ,1,175,161,160
624,70.1 ,61.8 ,F,66.1 ,2,178,157,168
624,70.1 ,61.8 ,F,62.6 ,2,178,157,159
625,70.1 ,61.8 ,M,69.7 ,1,178,157,177
626,69.0 ,65.9 ,M,68.7 ,1,175.2,167.5,174.5
627,68.9 ,63.0 ,M,70.1 ,2,175,160,178
627,68.9 ,63.0 ,M,68.1 ,2,175,160,173
628,68.9 ,60.2 ,M,64.6 ,1,175,153,164
630,72.8 ,65.0 ,F,63.8 ,1,185,165,162
631,66.1 ,64.6 ,F,65.0 ,2,168,164,165
631,66.1 ,64.6 ,M,67.3 ,2,168,164,171
632,65.1 ,63.1 ,F,60.6 ,2,165.4,160.3,153.8
632,65.1 ,63.1 ,M,66.5 ,2,165.4,160.3,168.8
633,70.2 ,63.0 ,M,69.6 ,1,178.3,160.1,176.7
634,67.4 ,60.1 ,F,61.6 ,2,171.3,152.6,156.4
634,67.4 ,60.1 ,M,67.8 ,2,171.3,152.6,172.3
635,66.9 ,63.9 ,F,62.2 ,1,170,162.4,158
636,68.5 ,62.2 ,F,63.8 ,2,174,158,162
636,68.5 ,62.2 ,F,61.4 ,2,174,158,156
637,67.7 ,61.4 ,F,62.6 ,1,172,156,158.9
639,65.7 ,62.2 ,F,64.6 ,3,167,158,164
639,65.7 ,62.2 ,F,61.4 ,3,167,158,156
639,65.7 ,62.2 ,M,72.0 ,3,167,158,183
640,70.4 ,66.9 ,F,68.1 ,2,178.9,169.9,173.1
640,70.4 ,66.9 ,M,73.5 ,2,178.9,169.9,186.8
641,72.0 ,66.5 ,F,68.5 ,1,183,169,174
642,68.5 ,59.1 ,F,59.8 ,2,174,150,152
642,68.5 ,59.1 ,F,59.1 ,2,174,150,150
643,70.1 ,64.2 ,F,64.2 ,2,178,163,163
643,70.1 ,64.2 ,M,69.3 ,2,178,163,176
644,68.9 ,66.9 ,M,70.9 ,1,175,170,180
645,69.3 ,64.6 ,F,66.5 ,3,176,164,169
645,69.3 ,64.6 ,F,64.6 ,3,176,164,164
645,69.3 ,64.6 ,M,72.8 ,3,176,164,185
646,68.5 ,60.6 ,F,60.2 ,1,174,154,153
647,68.9 ,61.8 ,F,63.0 ,1,175,157,160
649,65.0 ,63.4 ,F,60.6 ,2,165,161,154
649,65.0 ,63.4 ,F,59.8 ,2,165,161,152
651,67.7 ,62.2 ,M,69.7 ,2,172,158,177
651,67.7 ,62.2 ,M,69.3 ,2,172,158,176
652,70.9 ,66.9 ,F,68.9 ,2,180,170,175
652,70.9 ,66.9 ,F,66.1 ,2,180,170,168
653,65.7 ,60.6 ,F,63.1 ,2,167,154,160.2
653,65.7 ,60.6 ,F,62.1 ,2,167,154,157.8
654,65.0 ,60.2 ,F,63.0 ,2,165,153,160
654,65.0 ,60.2 ,F,62.2 ,2,165,153,158
656,69.7 ,64.2 ,M,72.8 ,1,177,163,185
658,72.1 ,64.2 ,F,65.8 ,1,183.2,163,167.2
659,64.6 ,73.6 ,F,76.0 ,1,164,187,193
660,68.1 ,62.6 ,F,61.0 ,1,173,159,155
661,71.3 ,65.7 ,F,64.6 ,1,181,167,164
662,67.2 ,61.2 ,F,67.1 ,4,170.6,155.4,170.5
662,67.2 ,61.2 ,F,63.3 ,4,170.6,155.4,160.9
662,67.2 ,61.2 ,F,62.5 ,4,170.6,155.4,158.7
662,67.2 ,61.2 ,F,61.8 ,4,170.6,155.4,156.9
663,66.1 ,61.4 ,F,61.8 ,2,168,156,157
663,66.1 ,61.4 ,F,60.2 ,2,168,156,153
664,66.1 ,61.0 ,M,68.1 ,1,168,155,173
665,70.4 ,65.4 ,F,65.9 ,1,178.8,166.2,167.3
666,66.7 ,64.2 ,F,65.0 ,2,169.5,163,165
666,66.7 ,64.2 ,M,68.9 ,2,169.5,163,175
667,70.0 ,63.6 ,F,64.8 ,1,177.7,161.5,164.5
668,68.1 ,64.2 ,M,72.4 ,2,173,163,184
668,68.1 ,64.2 ,M,70.4 ,2,173,163,178.9
669,67.7 ,62.6 ,F,64.8 ,2,172,159,164.5
669,67.7 ,62.6 ,M,70.1 ,2,172,159,178
670,70.1 ,63.8 ,M,68.9 ,1,178,162,175
672,71.7 ,61.0 ,F,62.2 ,2,182,155,158
672,71.7 ,61.0 ,M,73.6 ,2,182,155,187
673,66.9 ,63.0 ,F,63.4 ,2,170,160,161
673,66.9 ,63.0 ,F,61.4 ,2,170,160,156
674,68.5 ,62.2 ,F,60.4 ,1,174,158,153.5
675,69.7 ,64.6 ,F,64.9 ,2,177,164,164.8
675,69.7 ,64.6 ,F,63.4 ,2,177,164,161
676,68.6 ,63.1 ,F,63.8 ,1,174.2,160.3,162.1
677,71.3 ,63.0 ,F,65.7 ,1,181,160,167
678,68.5 ,66.1 ,F,68.1 ,2,174,168,173
678,68.5 ,66.1 ,F,67.7 ,2,174,168,172
679,70.9 ,66.5 ,M,70.9 ,2,180,169,180
679,70.9 ,66.5 ,M,70.1 ,2,180,169,178
680,64.2 ,59.8 ,M,66.3 ,1,163,152,168.4
681,74.0 ,64.6 ,F,64.2 ,2,188,164,163
681,74.0 ,64.6 ,M,71.1 ,2,188,164,180.6
682,66.1 ,67.9 ,F,67.4 ,3,168,172.4,171.1
682,66.1 ,67.9 ,F,63.4 ,3,168,172.4,161
682,66.1 ,67.9 ,M,69.7 ,3,168,172.4,177
683,68.5 ,61.8 ,F,63.4 ,1,174,157,161
684,68.5 ,64.2 ,F,62.9 ,1,174,163,159.8
685,66.9 ,61.0 ,F,63.8 ,2,170,155,162
685,66.9 ,61.0 ,M,68.9 ,2,170,155,175
686,62.6 ,59.8 ,F,61.0 ,3,159,152,155
686,62.6 ,59.8 ,F,60.2 ,3,159,152,153
686,62.6 ,59.8 ,F,60.2 ,3,159,152,153
687,64.6 ,65.7 ,F,69.7 ,2,164,167,177
687,64.6 ,65.7 ,F,61.4 ,2,164,167,156
688,68.5 ,62.2 ,F,63.8 ,2,174,158,162
688,68.5 ,62.2 ,M,67.4 ,2,174,158,171.2
690,67.0 ,62.7 ,F,65.9 ,2,170.2,159.2,167.5
690,67.0 ,62.7 ,M,66.9 ,2,170.2,159.2,169.8
691,67.9 ,67.0 ,M,68.2 ,1,172.4,170.1,173.3
693,66.9 ,63.0 ,F,65.0 ,2,170,160,165
693,66.9 ,63.0 ,M,66.9 ,2,170,160,170
694,66.1 ,63.2 ,F,63.7 ,1,168,160.5,161.7
695,66.1 ,62.6 ,F,63.0 ,3,168,159,160
695,66.1 ,62.6 ,F,62.6 ,3,168,159,159
695,66.1 ,62.6 ,M,66.1 ,3,168,159,168
696,66.2 ,62.3 ,M,65.0 ,2,168.1,158.2,165.2
696,66.2 ,62.3 ,M,64.2 ,2,168.1,158.2,163
697,72.4 ,63.8 ,F,65.7 ,3,184,162,167
697,72.4 ,63.8 ,F,64.6 ,3,184,162,164
697,72.4 ,63.8 ,M,72.0 ,3,184,162,183
698,67.3 ,62.2 ,F,63.4 ,2,171,158,161
698,67.3 ,62.2 ,M,68.3 ,2,171,158,173.6
699,70.1 ,63.8 ,F,64.6 ,3,178,162,164
699,70.1 ,63.8 ,F,63.8 ,3,178,162,162
699,70.1 ,63.8 ,F,63.0 ,3,178,162,160
700,66.3 ,66.7 ,F,66.6 ,3,168.3,169.5,169.1
700,66.3 ,66.7 ,M,70.1 ,3,168.3,169.5,178.1
700,66.3 ,66.7 ,M,68.1 ,3,168.3,169.5,172.9
701,68.1 ,62.2 ,F,63.1 ,2,173,158,160.3
701,68.1 ,62.2 ,M,68.9 ,2,173,158,175
702,70.1 ,65.7 ,F,65.0 ,2,178,167,165
702,70.1 ,65.7 ,M,70.8 ,2,178,167,179.8
703,67.7 ,62.2 ,F,61.7 ,1,172,158,156.7
704,68.5 ,62.6 ,M,66.9 ,1,174,159,170
705,70.9 ,63.0 ,F,64.2 ,1,180,160,163
706,68.1 ,63.0 ,F,66.5 ,2,173,160,169
706,68.1 ,63.0 ,F,66.1 ,2,173,160,168
707,68.9 ,59.1 ,F,65.0 ,1,175,150,165
708,67.7 ,60.2 ,F,61.8 ,1,172,153,157
709,70.1 ,65.4 ,F,65.6 ,2,178,166,166.7
709,70.1 ,65.4 ,F,62.2 ,2,178,166,158
710,66.9 ,63.4 ,F,61.8 ,2,170,161,157
710,66.9 ,63.4 ,F,60.6 ,2,170,161,154
711,68.2 ,59.3 ,M,69.1 ,2,173.3,150.7,175.4
711,68.2 ,59.3 ,M,68.5 ,2,173.3,150.7,174
712,74.7 ,62.5 ,F,64.2 ,1,189.7,158.7,163
714,67.3 ,65.4 ,F,65.7 ,2,171,166,167
714,67.3 ,65.4 ,M,70.1 ,2,171,166,178
715,72.2 ,64.4 ,M,69.0 ,1,183.3,163.5,175.2
717,66.9 ,63.0 ,F,61.0 ,2,170,160,155
717,66.9 ,63.0 ,M,68.9 ,2,170,160,175
718,66.9 ,63.0 ,F,62.4 ,2,170,160,158.6
718,66.9 ,63.0 ,M,66.9 ,2,170,160,170
719,70.5 ,60.2 ,M,68.1 ,1,179,153,173
720,68.1 ,64.2 ,F,64.2 ,1,173,163,163.1
721,70.1 ,60.6 ,F,61.8 ,2,178,154,157
721,70.1 ,60.6 ,F,61.4 ,2,178,154,156
722,66.6 ,64.3 ,M,67.4 ,1,169.2,163.2,171.1
723,66.9 ,63.0 ,M,69.3 ,2,170,160,176
723,66.9 ,63.0 ,M,68.9 ,2,170,160,175
724,71.3 ,61.8 ,M,70.5 ,1,181,157,179
725,70.5 ,67.3 ,M,75.1 ,1,179.1,171,190.8
726,67.0 ,64.8 ,F,66.3 ,2,170.3,164.5,168.5
726,67.0 ,64.8 ,M,70.4 ,2,170.3,164.5,178.9
727,72.0 ,65.0 ,F,65.0 ,1,183,165,165
729,70.9 ,63.0 ,F,65.7 ,2,180,160,166.9
729,70.9 ,63.0 ,M,71.7 ,2,180,160,182
730,64.2 ,66.1 ,F,65.4 ,2,163,168,166
730,64.2 ,66.1 ,F,62.9 ,2,163,168,159.8
732,70.5 ,61.8 ,M,70.6 ,1,179,157,179.2
733,69.3 ,65.4 ,F,64.8 ,1,176,166,164.5
734,68.3 ,63.1 ,F,64.4 ,1,173.5,160.3,163.6
735,68.2 ,59.1 ,M,69.1 ,1,173.2,150,175.6
737,65.7 ,59.1 ,F,63.1 ,2,167,150,160.3
737,65.7 ,59.1 ,F,59.8 ,2,167,150,152
738,68.5 ,65.7 ,M,70.9 ,1,174,167,180
739,66.1 ,63.0 ,M,68.9 ,1,168,160,175
740,68.5 ,63.0 ,M,70.9 ,1,174,160,180
741,68.1 ,64.2 ,F,60.4 ,1,173,163,153.5
742,70.9 ,66.1 ,F,61.8 ,1,180,168,157
743,70.1 ,65.7 ,F,65.0 ,2,178,167,165
743,70.1 ,65.7 ,F,63.4 ,2,178,167,161
744,72.0 ,63.0 ,F,64.2 ,2,183,160,163
744,72.0 ,63.0 ,M,72.8 ,2,183,160,185
745,65.0 ,66.1 ,M,67.3 ,1,165,168,171
746,69.7 ,64.2 ,M,69.7 ,2,177,163,177
746,69.7 ,64.2 ,M,69.5 ,2,177,163,176.6
747,66.5 ,61.4 ,F,63.0 ,2,169,156,160
747,66.5 ,61.4 ,F,61.4 ,2,169,156,156
749,66.9 ,65.0 ,F,66.9 ,1,170,165,170
750,68.9 ,61.0 ,F,61.1 ,2,175,155,155.2
750,68.9 ,61.0 ,M,67.9 ,2,175,155,172.4
751,68.1 ,64.2 ,F,63.4 ,2,173,163,161
751,68.1 ,64.2 ,F,63.4 ,2,173,163,161
752,67.9 ,64.1 ,M,69.5 ,2,172.4,162.8,176.6
752,67.9 ,64.1 ,M,68.2 ,2,172.4,162.8,173.2
753,69.4 ,62.4 ,F,62.9 ,2,176.2,158.6,159.8
753,69.4 ,62.4 ,M,69.9 ,2,176.2,158.6,177.6
754,68.1 ,63.8 ,F,65.0 ,1,173,162,165
755,69.7 ,63.0 ,F,67.3 ,2,177,160,171
755,69.7 ,63.0 ,M,72.0 ,2,177,160,183
756,73.2 ,64.2 ,M,75.2 ,2,186,163,191
756,73.2 ,64.2 ,M,70.5 ,2,186,163,179
757,67.3 ,66.9 ,M,69.3 ,1,171,170,176
758,67.7 ,63.0 ,F,64.6 ,2,172,160,164
758,67.7 ,63.0 ,M,68.5 ,2,172,160,174
759,64.2 ,64.2 ,F,67.6 ,2,163,163,171.8
759,64.2 ,64.2 ,F,65.2 ,2,163,163,165.6
760,68.9 ,64.2 ,M,72.1 ,1,175,163,183.1
761,70.1 ,62.2 ,F,63.4 ,1,178,158,161
762,67.5 ,62.9 ,F,63.1 ,1,171.5,159.7,160.4
763,66.9 ,62.2 ,F,64.6 ,1,170,158,164.2
764,67.4 ,64.3 ,F,65.9 ,3,171.3,163.2,167.5
764,67.4 ,64.3 ,F,61.5 ,3,171.3,163.2,156.3
764,67.4 ,64.3 ,M,70.0 ,3,171.3,163.2,177.7
765,73.2 ,65.0 ,M,74.4 ,1,186,165,189
766,63.0 ,63.4 ,F,60.2 ,2,160,161,153
766,63.0 ,63.4 ,M,67.3 ,2,160,161,171
768,66.9 ,62.2 ,F,61.0 ,1,170,158,155
769,66.5 ,63.0 ,F,65.6 ,2,169,160,166.5
769,66.5 ,63.0 ,F,64.4 ,2,169,160,163.5
770,66.1 ,62.6 ,F,63.8 ,3,168,159,162
770,66.1 ,62.6 ,F,63.0 ,3,168,159,160
770,66.1 ,62.6 ,M,68.5 ,3,168,159,174
772,68.9 ,61.0 ,F,62.2 ,1,175,155,158
773,68.1 ,64.6 ,M,73.2 ,1,173,164,186
774,65.0 ,63.0 ,M,70.5 ,2,165,160,179
774,65.0 ,63.0 ,M,67.7 ,2,165,160,172
775,66.3 ,62.4 ,F,62.0 ,3,168.3,158.5,157.5
775,66.3 ,62.4 ,F,60.9 ,3,168.3,158.5,154.6
775,66.3 ,62.4 ,M,68.6 ,3,168.3,158.5,174.2
776,66.9 ,64.2 ,F,63.4 ,2,170,163,161
776,66.9 ,64.2 ,F,63.0 ,2,170,163,160
777,66.9 ,61.8 ,F,61.4 ,2,170,157,156
777,66.9 ,61.8 ,F,61.0 ,2,170,157,155
778,66.1 ,62.2 ,F,62.2 ,1,168,158,158
779,69.7 ,65.4 ,F,63.0 ,1,177,166,160
780,70.1 ,64.2 ,F,64.8 ,2,178,163,164.5
780,70.1 ,64.2 ,M,70.9 ,2,178,163,180
781,70.9 ,62.2 ,M,71.5 ,2,180,158,181.5
781,70.9 ,62.2 ,M,68.5 ,2,180,158,174
782,64.4 ,63.8 ,M,70.0 ,1,163.5,162.1,177.7
